person_id,mnis_id,given_name,family_name,display_name,seat_type_id,seat_type_name,seat_incumbency_id,seat_incumbency_start_date,seat_incumbency_end_date
https://id.parliament.uk/aNxGybJL,1875,Barbara,Abney-Hastings,Countess Loudoun,https://id.parliament.uk/ptAYHfdF,Hereditary,https://id.parliament.uk/yqYDsRP8,1960-02-24,1999-11-11
https://id.parliament.uk/qnBkqzOn,3464,Desmond,Ackner,Lord Ackner,https://id.parliament.uk/41HxAgWT,Life Peer (judicial),https://id.parliament.uk/mLXz0Elb,1986-01-30,2006-03-21
https://id.parliament.uk/edcslNUc,631,Katherine,Adams,Baroness Adams of Craigielea,https://id.parliament.uk/WubjEXF0,Life Peer,https://id.parliament.uk/fWNxqyNb,2005-06-28,
https://id.parliament.uk/Zez4zATu,3188,James,Adderley,Lord Norton,https://id.parliament.uk/ptAYHfdF,Hereditary,https://id.parliament.uk/9HmgK0Og,1993-09-24,1999-11-11
https://id.parliament.uk/gjkhfbFC,3066,John,Adderley,Lord Norton,https://id.parliament.uk/ptAYHfdF,Hereditary,https://id.parliament.uk/COZqD3ii,1962-02-17,1993-09-24
https://id.parliament.uk/6IJWM5pZ,3131,John,Addington,Viscount Sidmouth,https://id.parliament.uk/ptAYHfdF,Hereditary,https://id.parliament.uk/7fX0djxE,1962-05-24,1999-11-11
https://id.parliament.uk/hHUCo2UO,3461,William,Addison,Viscount Addison,https://id.parliament.uk/ptAYHfdF,Hereditary,https://id.parliament.uk/gCDBEIlO,1992-03-23,1999-11-11
https://id.parliament.uk/xVCjBo87,2175,Victor,Adebowale,Lord Adebowale,https://id.parliament.uk/WubjEXF0,Life Peer,https://id.parliament.uk/5ul8svlO,2001-06-30,
https://id.parliament.uk/g5jj10MH,3002,Michael,Adie,The Lord Bishop of Guildford,https://id.parliament.uk/SS57lwSM,Bishops,https://id.parliament.uk/ub4fwssd,1977-11-01,1994-09-30
https://id.parliament.uk/WAsaVnhM,3743,Andrew,Adonis,Lord Adonis,https://id.parliament.uk/WubjEXF0,Life Peer,https://id.parliament.uk/FlbcbLuC,2005-05-16,
https://id.parliament.uk/9jVJ2ZN4,2948,Richard,Adrian,Lord Adrian,https://id.parliament.uk/ptAYHfdF,Hereditary,https://id.parliament.uk/LvOXLniO,1977-08-04,1995-04-04
https://id.parliament.uk/zdLLt7Nu,3847,Haleh,Afshar,Baroness Afshar,https://id.parliament.uk/WubjEXF0,Life Peer,https://id.parliament.uk/VqYSDOFN,2007-12-11,
https://id.parliament.uk/xgiGM3N0,3194,Shaun,Agar,Earl of Normanton,https://id.parliament.uk/ptAYHfdF,Hereditary,https://id.parliament.uk/e3Nt44p3,1967-01-28,1999-11-11
https://id.parliament.uk/XR61M9aP,4689,Theodore,Agnew,Lord Agnew of Oulton,https://id.parliament.uk/WubjEXF0,Life Peer,https://id.parliament.uk/JHVHsjfs,2017-10-19,
https://id.parliament.uk/ay1P3rz4,4210,Tariq,Ahmad,Lord Ahmad of Wimbledon,https://id.parliament.uk/WubjEXF0,Life Peer,https://id.parliament.uk/9GPgCnx4,2011-01-13,
https://id.parliament.uk/Qnp0Xsyi,3470,Nazir,Ahmed,Lord Ahmed,https://id.parliament.uk/WubjEXF0,Life Peer,https://id.parliament.uk/dT9RaReb,1998-08-03,
https://id.parliament.uk/xByKPhKX,3056,Diana,Airey,Baroness Airey of Abingdon,https://id.parliament.uk/WubjEXF0,Life Peer,https://id.parliament.uk/0UJ8hSOG,1979-08-06,1992-11-27
https://id.parliament.uk/AWBcD2D8,3525,Maxwell,Aitken,Lord Beaverbrook,https://id.parliament.uk/ptAYHfdF,Hereditary,https://id.parliament.uk/GdjLjpQQ,1985-04-30,1999-11-11
https://id.parliament.uk/H0WeqqEF,3400,Alastair,Akers-Douglas,Viscount Chilston,https://id.parliament.uk/ptAYHfdF,Hereditary,https://id.parliament.uk/SkLIxubd,1982-04-10,1999-11-11
https://id.parliament.uk/3o7RUELW,3478,John,Alderdice,Lord Alderdice,https://id.parliament.uk/WubjEXF0,Life Peer,https://id.parliament.uk/J7mn0Tjf,1996-10-08,
https://id.parliament.uk/kdgz7Hk2,2651,Donald,Alers Hankey,Lord Hankey,https://id.parliament.uk/ptAYHfdF,Hereditary,https://id.parliament.uk/vjn5RRsY,1996-10-28,1999-11-11
https://id.parliament.uk/HjtFKmb7,3462,Shane,Alexander,Earl Alexander of Tunis,https://id.parliament.uk/ptAYHfdF,Hereditary,https://id.parliament.uk/Jro4DMMe,1969-06-16,1999-11-11
https://id.parliament.uk/D6YYQLxe,3486,Robert,Alexander,Lord Alexander of Weedon,https://id.parliament.uk/WubjEXF0,Life Peer,https://id.parliament.uk/nvX6Ogjo,1988-07-11,2005-11-06
https://id.parliament.uk/5jMrEkOm,3031,William,Alexander,Lord Alexander of Potterhill,https://id.parliament.uk/WubjEXF0,Life Peer,https://id.parliament.uk/bh8Vu6yO,1974-09-02,1993-09-08
https://id.parliament.uk/PghKlylY,4234,Margot,Aline,Baroness Lister of Burtersett,https://id.parliament.uk/WubjEXF0,Life Peer,https://id.parliament.uk/W2Eq1hdc,2011-01-31,
https://id.parliament.uk/pkodPN7J,397,Richard,Allan,Lord Allan of Hallam,https://id.parliament.uk/WubjEXF0,Life Peer,https://id.parliament.uk/mJRwMkxh,2010-07-22,
https://id.parliament.uk/F7YiH9lV,3375,Douglas,Allen,Lord Croham,https://id.parliament.uk/WubjEXF0,Life Peer,https://id.parliament.uk/Rhq1VWPM,1978-02-08,2011-09-11
https://id.parliament.uk/BieoKM9q,3485,Philip,Allen,Lord Allen of Abbeydale,https://id.parliament.uk/WubjEXF0,Life Peer,https://id.parliament.uk/Qh7tDRjo,1976-07-12,2007-11-27
https://id.parliament.uk/asXRX15n,4304,Charles,Allen,Lord Allen of Kensington,https://id.parliament.uk/WubjEXF0,Life Peer,https://id.parliament.uk/Ofw6j5iD,2013-10-02,
https://id.parliament.uk/EPiSBbC2,3484,Michael,Allenby,Viscount Allenby of Megiddo,https://id.parliament.uk/ptAYHfdF,Hereditary,https://id.parliament.uk/Cebarvn4,1985-01-08,1999-11-11
https://id.parliament.uk/EPiSBbC2,3484,Michael,Allenby,Viscount Allenby of Megiddo,https://id.parliament.uk/bwwbTUiG,Excepted Hereditary,https://id.parliament.uk/YFbC3U83,1999-11-11,2014-10-03
https://id.parliament.uk/UK2UhRL1,3482,Waheed,Alli,Lord Alli,https://id.parliament.uk/WubjEXF0,Life Peer,https://id.parliament.uk/68G3cAox,1998-07-18,
https://id.parliament.uk/DD89L1C0,3710,David,Alliance,Lord Alliance,https://id.parliament.uk/WubjEXF0,Life Peer,https://id.parliament.uk/obbg0cEm,2004-07-01,
https://id.parliament.uk/gXsqFXmB,2645,Charles,Allsopp,Lord Hindlip,https://id.parliament.uk/ptAYHfdF,Hereditary,https://id.parliament.uk/HLcq5uN7,1993-12-19,1999-11-11
https://id.parliament.uk/kNxYDNhp,3006,Henry,Allsopp,Lord Hindlip,https://id.parliament.uk/ptAYHfdF,Hereditary,https://id.parliament.uk/VAMp1znd,1966-03-30,1993-12-19
https://id.parliament.uk/thcph40m,3481,Cuthbert,Alport,Lord Alport,https://id.parliament.uk/WubjEXF0,Life Peer,https://id.parliament.uk/WSReMHAV,1961-02-16,1998-10-28
https://id.parliament.uk/nJrXxVcY,4533,Rosalind,Altmann,Baroness Altmann,https://id.parliament.uk/WubjEXF0,Life Peer,https://id.parliament.uk/SkGIs9sy,2015-05-19,
https://id.parliament.uk/Ecr1X36U,738,David,Alton,Lord Alton of Liverpool,https://id.parliament.uk/WubjEXF0,Life Peer,https://id.parliament.uk/HXUViu0I,1997-06-12,
https://id.parliament.uk/84KiOcQW,2327,Godfrey,Aman,Lord Marley,https://id.parliament.uk/ptAYHfdF,Hereditary,https://id.parliament.uk/nE8glHWv,1952-02-29,1990-03-13
https://id.parliament.uk/2yI884fp,2919,Julian,Amery,Lord Amery of Lustleigh,https://id.parliament.uk/WubjEXF0,Life Peer,https://id.parliament.uk/akTb7lWx,1992-07-08,1996-09-03
https://id.parliament.uk/P2dFekXm,3477,Valerie,Amos,Baroness Amos,https://id.parliament.uk/WubjEXF0,Life Peer,https://id.parliament.uk/kBQ0W9PY,1997-09-24,
https://id.parliament.uk/eGl33Tri,259,Michael,Ancram,The Marquess of Lothian,https://id.parliament.uk/WubjEXF0,Life Peer,https://id.parliament.uk/PbT6zX6v,2010-11-22,
https://id.parliament.uk/77cH2Fjt,4705,David,Anderson,Lord Anderson of Ipswich,https://id.parliament.uk/WubjEXF0,Life Peer,https://id.parliament.uk/Q0qDAQmC,2018-07-10,
https://id.parliament.uk/kBb7MwFz,1744,John,Anderson,Viscount Waverley,https://id.parliament.uk/ptAYHfdF,Hereditary,https://id.parliament.uk/WOBTZy1h,1990-06-29,1999-11-11
https://id.parliament.uk/kBb7MwFz,1744,John,Anderson,Viscount Waverley,https://id.parliament.uk/bwwbTUiG,Excepted Hereditary,https://id.parliament.uk/Q0TCLGQt,1999-11-11,
https://id.parliament.uk/jJ7rrHpY,568,Donald,Anderson,Lord Anderson of Swansea,https://id.parliament.uk/WubjEXF0,Life Peer,https://id.parliament.uk/whIXgmxq,2005-06-28,
https://id.parliament.uk/HVTGPmP0,2567,David,Anderson,Viscount Waverley,https://id.parliament.uk/ptAYHfdF,Hereditary,https://id.parliament.uk/vU3p0qoW,1958-01-04,1990-02-21
https://id.parliament.uk/IrPeiG0h,2534,Elizabeth,Andrews,Baroness Andrews,https://id.parliament.uk/WubjEXF0,Life Peer,https://id.parliament.uk/Fykg4v7J,2000-05-09,
https://id.parliament.uk/6uKzYpoj,3474,Joyce,Anelay,Baroness Anelay of St Johns,https://id.parliament.uk/WubjEXF0,Life Peer,https://id.parliament.uk/QiVW4HYq,1996-10-14,
https://id.parliament.uk/MV5robrQ,3445,Noel,Annan,Lord Annan,https://id.parliament.uk/WubjEXF0,Life Peer,https://id.parliament.uk/3fwgqr6W,1965-07-16,2000-02-21
https://id.parliament.uk/xEhW6eqd,2030,Thomas,Anson,Earl of Lichfield,https://id.parliament.uk/ptAYHfdF,Hereditary,https://id.parliament.uk/8S485E0b,1960-09-14,1999-11-11
https://id.parliament.uk/9Z7F9DpF,56,James,Arbuthnot,Lord Arbuthnot of Edrom,https://id.parliament.uk/WubjEXF0,Life Peer,https://id.parliament.uk/ULDdc8vG,2015-10-01,
https://id.parliament.uk/ps9KCS7n,3460,John,Arbuthnott,Viscount Arbuthnott,https://id.parliament.uk/ptAYHfdF,Hereditary,https://id.parliament.uk/bBSmrYJ1,1966-12-15,1999-11-11
https://id.parliament.uk/84dTeQ35,1612,Jeffrey,Archer,Lord Archer of Weston-Super-Mare,https://id.parliament.uk/WubjEXF0,Life Peer,https://id.parliament.uk/NxEAqmFD,1992-07-27,
https://id.parliament.uk/yAkoBIyP,741,Peter,Archer,Lord Archer of Sandwell,https://id.parliament.uk/WubjEXF0,Life Peer,https://id.parliament.uk/XwepeTH6,1992-07-09,2012-06-14
https://id.parliament.uk/W7QqvsEv,3032,Jeffery,Archere,Earl of Amherst,https://id.parliament.uk/ptAYHfdF,Hereditary,https://id.parliament.uk/gj2TJDk0,1927-03-07,1993-03-04
https://id.parliament.uk/tu3e8kTL,2985,John,Ardwick,Lord Ardwick,https://id.parliament.uk/WubjEXF0,Life Peer,https://id.parliament.uk/TNIQfyTq,1970-01-16,1994-08-18
https://id.parliament.uk/2N2rM0o6,4150,Hilary,Armstrong,Baroness Armstrong of Hill Top,https://id.parliament.uk/WubjEXF0,Life Peer,https://id.parliament.uk/MsiCQzHV,2010-06-18,
https://id.parliament.uk/fbbWAuKp,3434,Robert,Armstrong,Lord Armstrong of Ilminster,https://id.parliament.uk/WubjEXF0,Life Peer,https://id.parliament.uk/qFESex4Y,1988-02-26,
https://id.parliament.uk/bblhm8vB,3150,Antony,Armstrong-Jones,Earl of Snowdon,https://id.parliament.uk/LWYM5wgv,Hereditary of 1st creation,https://id.parliament.uk/fyJA5xdJ,1961-10-06,1999-11-11
https://id.parliament.uk/bblhm8vB,3150,Antony,Armstrong-Jones,Earl of Snowdon,https://id.parliament.uk/WubjEXF0,Life Peer,https://id.parliament.uk/Dl9j9E4E,1999-11-11,2016-03-31
https://id.parliament.uk/Zwj1a2Gf,2607,Simon,Arthur,Lord Glenarthur,https://id.parliament.uk/bwwbTUiG,Excepted Hereditary,https://id.parliament.uk/I7Sby0NE,1999-11-11,
https://id.parliament.uk/Zwj1a2Gf,2607,Simon,Arthur,Lord Glenarthur,https://id.parliament.uk/ptAYHfdF,Hereditary,https://id.parliament.uk/Jn7roZEY,1977-06-21,1999-11-11
https://id.parliament.uk/aDmgwNsU,3028,Eric,Ashby,Lord Ashby,https://id.parliament.uk/WubjEXF0,Life Peer,https://id.parliament.uk/VGZPql1J,1973-07-06,1992-10-22
https://id.parliament.uk/KRPkqvjp,2568,Michael,Ashcroft,Lord Ashcroft,https://id.parliament.uk/WubjEXF0,Life Peer,https://id.parliament.uk/5PXV8Exs,2000-10-20,2015-04-03
https://id.parliament.uk/R4WvYSIy,258,Jeremy,Ashdown,Lord Ashdown of Norton-sub-Hamdon,https://id.parliament.uk/WubjEXF0,Life Peer,https://id.parliament.uk/pDw9n5vA,2001-07-10,2018-12-22
https://id.parliament.uk/9xzhXoxC,971,Jack,Ashley,Lord Ashley of Stoke,https://id.parliament.uk/WubjEXF0,Life Peer,https://id.parliament.uk/nSFAPFaV,1992-07-10,2012-04-20
https://id.parliament.uk/PRAC47Jc,2123,Anthony,Ashley-Cooper,Earl of Shaftesbury,https://id.parliament.uk/ptAYHfdF,Hereditary,https://id.parliament.uk/p3j34uwm,1961-03-25,1999-11-11
https://id.parliament.uk/UBQ2L0OZ,3436,Thomas,Ashton,Lord Ashton of Hyde,https://id.parliament.uk/ptAYHfdF,Hereditary,https://id.parliament.uk/XMAFvGvY,1983-03-21,1999-11-11
https://id.parliament.uk/QppbmtaE,4247,Thomas,Ashton,Lord Ashton of Hyde,https://id.parliament.uk/bwwbTUiG,Excepted Hereditary,https://id.parliament.uk/fS2BEVVx,2011-07-25,
https://id.parliament.uk/74ks53Cm,2500,Catherine,Ashton,Baroness Ashton of Upholland,https://id.parliament.uk/WubjEXF0,Life Peer,https://id.parliament.uk/s0uj2D4Y,1999-08-02,
https://id.parliament.uk/L5xlcrdn,3178,Julian,Asquith,The Earl of Oxford and Asquith,https://id.parliament.uk/ptAYHfdF,Hereditary,https://id.parliament.uk/kxdH6w2Q,1928-01-01,1999-11-11
https://id.parliament.uk/cuqYRQDx,4343,Raymond,Asquith,The Earl of Oxford and Asquith,https://id.parliament.uk/bwwbTUiG,Excepted Hereditary,https://id.parliament.uk/pC735Ghx,2014-10-24,
https://id.parliament.uk/cNZmvpQ8,3418,Ralph,Assheton,Lord Clitheroe,https://id.parliament.uk/ptAYHfdF,Hereditary,https://id.parliament.uk/o5z8KjTg,1984-09-18,1999-11-11
https://id.parliament.uk/pXV4QTp1,2653,Edward,Astley,Lord Hastings,https://id.parliament.uk/ptAYHfdF,Hereditary,https://id.parliament.uk/vNT0UqHe,1956-01-18,1999-11-11
https://id.parliament.uk/P8Y8xiTg,3429,William,Astor,Viscount Astor,https://id.parliament.uk/ptAYHfdF,Hereditary,https://id.parliament.uk/0Zwctj3T,1973-07-04,1999-11-11
https://id.parliament.uk/Xmgxcz0Y,3428,John,Astor,Lord Astor of Hever,https://id.parliament.uk/bwwbTUiG,Excepted Hereditary,https://id.parliament.uk/mQjwaA1h,1999-11-11,
https://id.parliament.uk/P8Y8xiTg,3429,William,Astor,Viscount Astor,https://id.parliament.uk/bwwbTUiG,Excepted Hereditary,https://id.parliament.uk/PS9damIJ,1999-11-11,
https://id.parliament.uk/Xmgxcz0Y,3428,John,Astor,Lord Astor of Hever,https://id.parliament.uk/ptAYHfdF,Hereditary,https://id.parliament.uk/szyWq0Jc,1986-02-11,1999-11-11
https://id.parliament.uk/WCLIW3G1,2891,Humphrey,Atkins,Lord Colnbrook,https://id.parliament.uk/WubjEXF0,Life Peer,https://id.parliament.uk/4z6kpVkO,1987-10-16,1996-10-04
https://id.parliament.uk/BnGntC4Q,3426,Richard,Attenborough,Lord Attenborough,https://id.parliament.uk/WubjEXF0,Life Peer,https://id.parliament.uk/oUOndf3j,1993-07-30,2014-08-24
https://id.parliament.uk/dOqmQqV1,3425,John,Attlee,Earl Attlee,https://id.parliament.uk/bwwbTUiG,Excepted Hereditary,https://id.parliament.uk/s1tim3TN,1999-11-11,
https://id.parliament.uk/dOqmQqV1,3425,John,Attlee,Earl Attlee,https://id.parliament.uk/ptAYHfdF,Hereditary,https://id.parliament.uk/28fzv8U3,1992-03-02,1999-11-11
https://id.parliament.uk/aFzlGOC1,3518,Mary,Aubrey-Fletcher,Baroness Braye,https://id.parliament.uk/ptAYHfdF,Hereditary,https://id.parliament.uk/4xpQOYg5,1985-12-19,1999-11-11
https://id.parliament.uk/h2COKoOx,2984,Herbert,Aylestone,Lord Aylestone,https://id.parliament.uk/WubjEXF0,Life Peer,https://id.parliament.uk/it8zHEhT,1967-09-20,1994-04-30
https://id.parliament.uk/tiZCCVWl,3451,William,Bach,Lord Bach,https://id.parliament.uk/WubjEXF0,Life Peer,https://id.parliament.uk/9oW9hqmk,1998-07-27,
https://id.parliament.uk/FYHA8lUf,3055,Alice,Bacon,Baroness Bacon,https://id.parliament.uk/WubjEXF0,Life Peer,https://id.parliament.uk/wkspinHs,1970-10-14,1993-03-24
https://id.parliament.uk/qvIkS0yY,3450,Robert,Baden-Powell,Lord Baden-Powell,https://id.parliament.uk/ptAYHfdF,Hereditary,https://id.parliament.uk/xmSpB24D,1962-11-09,1999-11-11
https://id.parliament.uk/96WzdaSG,3449,Heneage,Bagot,Lord Bagot,https://id.parliament.uk/ptAYHfdF,Hereditary,https://id.parliament.uk/55ntY4OC,1979-10-02,1999-11-11
https://id.parliament.uk/CjwwEQxP,3448,Raj,Bagri,Lord Bagri,https://id.parliament.uk/WubjEXF0,Life Peer,https://id.parliament.uk/2H5N3aB3,1997-02-14,2010-07-06
https://id.parliament.uk/O3e5FBpS,2841,David,Bailey,Lord Glanusk,https://id.parliament.uk/ptAYHfdF,Hereditary,https://id.parliament.uk/LaqTFCg5,1948-01-12,1997-06-28
https://id.parliament.uk/pIHTadQB,2609,Christopher,Bailey,Lord Glanusk,https://id.parliament.uk/ptAYHfdF,Hereditary,https://id.parliament.uk/LezbeulJ,1997-06-28,1999-11-11
https://id.parliament.uk/CFsJKA2a,2512,Jonathan,Bailey,The Lord Bishop of Derby,https://id.parliament.uk/SS57lwSM,Bishops,https://id.parliament.uk/bJsPwjHy,1999-09-17,2005-05-31
https://id.parliament.uk/x2z6sW76,3350,Michael,Baillie,Lord Burton,https://id.parliament.uk/ptAYHfdF,Hereditary,https://id.parliament.uk/oUfxpgpv,1962-05-28,1999-11-11
https://id.parliament.uk/XyQdo0US,3579,John,Baillie-Hamilton,Earl of Haddington,https://id.parliament.uk/ptAYHfdF,Hereditary,https://id.parliament.uk/MFGwqNt6,1986-04-17,1999-11-11
https://id.parliament.uk/YWcr7nkS,3447,James,Baillieu,Lord Baillieu,https://id.parliament.uk/ptAYHfdF,Hereditary,https://id.parliament.uk/78OqzcBT,1973-04-18,1999-11-11
https://id.parliament.uk/CouPFSv3,4349,Nicholas,Baines,The Lord Bishop of Leeds,https://id.parliament.uk/SS57lwSM,Bishops,https://id.parliament.uk/RHbZt2aP,2014-12-03,
https://id.parliament.uk/0G6VnY9o,1028,Kenneth,Baker,Lord Baker of Dorking,https://id.parliament.uk/WubjEXF0,Life Peer,https://id.parliament.uk/GuhvkM6M,1997-06-16,
https://id.parliament.uk/howxzT9w,4285,Catherine,Bakewell,Baroness Bakewell of Hardington Mandeville,https://id.parliament.uk/WubjEXF0,Life Peer,https://id.parliament.uk/pEa6D4uJ,2013-09-09,
https://id.parliament.uk/wlnOSLvK,4223,Joan,Bakewell,Baroness Bakewell,https://id.parliament.uk/WubjEXF0,Life Peer,https://id.parliament.uk/BHBwMLCT,2011-01-21,
https://id.parliament.uk/ngGMsWv5,4194,Robert,Balchin,Lord Lingfield,https://id.parliament.uk/WubjEXF0,Life Peer,https://id.parliament.uk/TPXvwjZt,2010-12-17,
https://id.parliament.uk/0CCsnjhM,3446,Edward,Baldwin,Earl Baldwin of Bewdley,https://id.parliament.uk/bwwbTUiG,Excepted Hereditary,https://id.parliament.uk/j3E95g4S,1999-11-11,2018-05-09
https://id.parliament.uk/0CCsnjhM,3446,Edward,Baldwin,Earl Baldwin of Bewdley,https://id.parliament.uk/ptAYHfdF,Hereditary,https://id.parliament.uk/5vDRy6rF,1977-11-15,1999-11-11
https://id.parliament.uk/pGrBwU74,4302,Richard,Balfe,Lord Balfe,https://id.parliament.uk/WubjEXF0,Life Peer,https://id.parliament.uk/MGLGTrIZ,2013-09-19,
https://id.parliament.uk/Ij9J6CBu,2456,Harold,Balfour,Lord Balfour of Inchrye,https://id.parliament.uk/ptAYHfdF,Hereditary,https://id.parliament.uk/MZW1fIAT,1945-07-05,1988-09-21
https://id.parliament.uk/6p89p8vL,3437,Gerald,Balfour,Earl of Balfour,https://id.parliament.uk/ptAYHfdF,Hereditary,https://id.parliament.uk/SMKqRaTJ,1968-11-28,1999-11-11
https://id.parliament.uk/gnKeiklt,2858,Robert,Balfour,Lord Riverdale,https://id.parliament.uk/ptAYHfdF,Hereditary,https://id.parliament.uk/15ERQ2iF,1957-07-07,1998-06-26
https://id.parliament.uk/IjBgqsL4,3243,Anthony,Balfour,Lord Riverdale,https://id.parliament.uk/ptAYHfdF,Hereditary,https://id.parliament.uk/2Ha3nc1F,1998-06-26,1999-11-11
https://id.parliament.uk/50XLHAmb,2064,Christopher,Balfour,Lord Kinross,https://id.parliament.uk/ptAYHfdF,Hereditary,https://id.parliament.uk/4TTgPKE0,1985-07-20,1999-11-11
https://id.parliament.uk/Ps6uGDFo,3452,Ian,Balfour,Lord Balfour of Inchrye,https://id.parliament.uk/ptAYHfdF,Hereditary,https://id.parliament.uk/6Erh8jj2,1988-09-21,1999-11-11
https://id.parliament.uk/muFNtquj,2898,Michael,Ball,The Lord Bishop of Truro,https://id.parliament.uk/SS57lwSM,Bishops,https://id.parliament.uk/yokH3E0e,1996-04-30,1997-02-28
https://id.parliament.uk/XBR4iFic,4305,Anthony,Bamford,Lord Bamford,https://id.parliament.uk/WubjEXF0,Life Peer,https://id.parliament.uk/0IBt1xLM,2013-10-03,
https://id.parliament.uk/EAoftZ0B,3171,Mark,Bampfylde,The Lord Poltimore,https://id.parliament.uk/ptAYHfdF,Hereditary,https://id.parliament.uk/4nUfmFfq,1978-03-27,1999-11-11
https://id.parliament.uk/VwBbaSj1,3442,Charles,Banbury,Lord Banbury of Southam,https://id.parliament.uk/ptAYHfdF,Hereditary,https://id.parliament.uk/HSJidKK7,1981-04-19,1999-11-11
https://id.parliament.uk/LyoOtOh5,2876,Ian,Bancroft,Lord Bancroft,https://id.parliament.uk/WubjEXF0,Life Peer,https://id.parliament.uk/e2umvWMJ,1982-02-10,1996-11-19
https://id.parliament.uk/AkludBE0,3748,Anthony,Banks,Lord Stratford,https://id.parliament.uk/WubjEXF0,Life Peer,https://id.parliament.uk/3K7Vh20M,2005-06-23,2006-01-08
https://id.parliament.uk/jOAi3726,2867,Desmond,Banks,Lord Banks,https://id.parliament.uk/WubjEXF0,Life Peer,https://id.parliament.uk/UwG3n8Ej,1975-01-07,1997-06-15
https://id.parliament.uk/0rukgtfW,3441,Anthony,Barber,Lord Barber,https://id.parliament.uk/WubjEXF0,Life Peer,https://id.parliament.uk/JeApBqTG,1975-01-06,2005-12-16
https://id.parliament.uk/HwOZFwkp,3440,Derek,Barber,Lord Barber of Tewkesbury,https://id.parliament.uk/WubjEXF0,Life Peer,https://id.parliament.uk/qCLUXUgv,1992-08-12,2016-03-25
https://id.parliament.uk/kKmVJg8x,2453,Alexander,Baring,Lord Ashburton,https://id.parliament.uk/ptAYHfdF,Hereditary,https://id.parliament.uk/PHq8cWDy,1938-03-27,1991-06-12
https://id.parliament.uk/B2cpSEYt,1999,Charles,Baring,Lord Howick of Glendale,https://id.parliament.uk/ptAYHfdF,Hereditary,https://id.parliament.uk/udh6O54K,1973-03-10,1999-11-11
https://id.parliament.uk/OSqme8x2,3373,Evelyn,Baring,Earl of Cromer,https://id.parliament.uk/ptAYHfdF,Hereditary,https://id.parliament.uk/OUfDmHfW,1991-03-16,1999-11-11
https://id.parliament.uk/wJX6d7EG,2256,George,Baring,Earl of Cromer,https://id.parliament.uk/ptAYHfdF,Hereditary,https://id.parliament.uk/SstweD8h,1953-05-13,1991-03-16
https://id.parliament.uk/w6AB5l2g,3009,Rupert,Baring,Lord Revelstoke,https://id.parliament.uk/ptAYHfdF,Hereditary,https://id.parliament.uk/gsA4m6tj,1934-01-26,1994-07-18
https://id.parliament.uk/cjm2CwE0,3191,Francis,Baring,Lord Northbrook,https://id.parliament.uk/ptAYHfdF,Hereditary,https://id.parliament.uk/woxAodst,1991-09-23,1999-11-11
